Anesthesia',01-Jan-10', 49.95
Anesthesia',01-Feb-10', 53.01
Anesthesia',04-Mar-10', 55.65
Anesthesia',04-Apr-10', 59.17
Anesthesia',05-May-10', 61.92
Anesthesia',05-Jun-10', 65.2
Anesthesia',06-Jul-10', 68.22
Anesthesia',06-Aug-10', 71.16
Anesthesia',06-Sep-10', 73.8
Anesthesia',07-Oct-10', 76.99
Anesthesia',07-Nov-10', 79.97
Anesthesia',08-Dec-10', 82.41
Anesthesia',08-Jan-11', 86.07
Anesthesia',08-Feb-11', 89.05
Anesthesia',11-Mar-11', 91.8
Anesthesia',11-Apr-11', 95
Anesthesia',12-May-11', 97.94
Anesthesia',12-Jun-11', 100.96
Anesthesia',13-Jul-11', 103.71
Anesthesia',13-Aug-11', 106.49
Anesthesia',13-Sep-11', 110.03
Anesthesia',13-Sep-11', 109.13
Anesthesia',14-Oct-11', 108.09
Anesthesia',14-Nov-11', 108.76
Anesthesia',15-Dec-11', 106.72
Anesthesia',15-Jan-12', 106.17
Anesthesia',15-Feb-12', 104.18
Anesthesia',17-Mar-12', 104
Anesthesia',17-Apr-12', 103.59
Anesthesia',18-May-12', 101.86
Anesthesia',18-Jun-12', 100.93
Anesthesia',19-Jul-12', 100.53
Anesthesia',19-Aug-12', 98.83
Anesthesia',19-Sep-12', 98.47
Anesthesia',20-Oct-12', 97.23
Anesthesia',20-Nov-12', 96.07
Anesthesia',21-Dec-12', 94.99
Anesthesia',21-Jan-13', 93.56
Anesthesia',21-Feb-13', 93.96
Anesthesia',24-Mar-13', 91.36
Anesthesia',24-Apr-13', 91.12
Anesthesia',25-May-13', 89.23
